"","CGid","SYMBOL","GeneRegionID","seqnames","CGstart","CGend","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","ENTREZID","transcriptId","distanceToTSS","ENSEMBL","GENENAME","flank_txIds","flank_geneIds","flank_gene_distances","genic","Intergenic","Promoter","fiveUTR","threeUTR","Exon","Intron","downstream","distal_intergenic","main_Categories","CpGislandseqnames","CpGislandstart","CpGislandend","CpGislandwidth","CpGislandstrand","CpGislandlen","CpGislandcount","CpGislandgc","CpGislandoe","CpGislandden","CpGislandpvalue","CpGisland","CGIslandNess","stackHMM","repeatElements","PMDstatus","PMDstatusDetailed","WCGW_inCommonPMDs","WCGW_GenomWide"
"48","cg00036709","FGF18","FGF18_Intron","chr5",170848194,170848195,50,"+","Intron (uc003mbk.3/8817, intron 2 of 4)",5,170846667,170884630,37964,1,"8817","uc003mbk.3",1477,"ENSG00000156427","fibroblast growth factor 18","uc003mbk.3","8817","0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","BivProm1",NA,"HMD","neither",NA,NA
"49","cg00036788","PDGFRA","PDGFRA_Intron","chr4",54974682,54974683,51,"+","Intron (uc003haa.3/5156, intron 12 of 23)",4,54243820,55164412,920593,1,"5156","uc003haa.3",730812,"ENSG00000134853","platelet derived growth factor receptor alpha","uc003haa.3","5156","0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron","4",54974602,54974683,82,"*",82,9,0.658536585365854,1.025,0.109756097560976,6.68292256330468e-07,"CpGisland","-","BivProm2",NA,"HMD","commonHMD",NA,NA
"50","cg00037013","WNT6","WNT6_Promoter","chr2",219722536,219722537,51,"+","Promoter (2-3kb)",2,219724546,219738954,14409,1,"7475","uc002vjc.1",-2010,"ENSG00000115596","Wnt family member 6","uc002vjc.1","7475","-2010",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Promoter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","ReprPC1",NA,"HMD","neither",NA,NA
"51","cg00037518","ANP32AP1","ANP32AP1_Intergenic_downstream","chr15",35546042,35546043,50,"-","Distal Intergenic",15,35529527,35530264,738,1,"723972","uc001ziy.3",16566,"ENSG00000259516","acidic nuclear phosphoprotein 32 family member A pseudogene 1",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_downstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EnhA18",NA,"HMD","neither",NA,NA
"52","cg00037619","BTRC","BTRC_Intergenic_upstream","chr10",103090898,103090899,50,"-","Distal Intergenic",10,103113790,103317078,203289,1,"8945","uc001ktc.4",-22890,"ENSG00000166167","beta-transducin repeat containing E3 ubiquitin protein ligase",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_upstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhA2",NA,"PMD","neither",NA,NA
"53","cg00037952","WBP1L","WBP1L_Intron","chr10",104535276,104535277,51,"+","Intron (uc001kwf.4/54838, intron 1 of 3)",10,104503727,104591851,88125,1,"54838","uc009xxg.1",31499,"ENSG00000166272","WW domain binding protein 1 like","uc001kwf.4;uc009xxg.1;uc001kwe.4","54838;54838;54838","0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EnhA1",NA,"HMD","commonHMD",NA,NA
"54","cg00038038","PAPPA2","PAPPA2_Intron","chr1",176522318,176522319,51,"-","Intron (uc001gky.1/60676, intron 1 of 4)",1,176432307,176811970,379664,1,"60676","uc001gkz.3",90011,"ENSG00000116183","pappalysin 2","uc001gky.1;uc001gkz.3;uc009www.3","60676;60676;60676","0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","BivProm3",NA,"PMD","commonPMD",NA,NA
"55","cg00038306","YTHDF3","YTHDF3_fiveUTR","chr8",64087908,64087909,50,"-","5' UTR",8,64081112,64125346,44235,1,"253943","uc003xuy.4",6798,"ENSG00000185728","YTH N6-methyladenosine RNA binding protein 3","uc003xuy.4;uc010lys.4;uc031tbf.1;uc031tbg.1;uc031tbh.1;uc003xuz.4;uc003xva.4;uc031tbi.1","253943;253943;253943;253943;253943;253943;253943;253943","0;0;0;0;0;0;0;0",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"fiveUTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","Tx4",NA,"HMD","neither",NA,NA
"56","cg00038376","TBCA","TBCA_Intergenic_upstream","chr5",77165147,77165148,50,"+","Distal Intergenic",5,76987074,77072185,85112,2,"6902","uc003kfi.1",-92963,"ENSG00000171530","tubulin folding cofactor A",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_upstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhWk4",NA,"PMD","neither",NA,NA
"57","cg00038849","MECOM","MECOM_Intron","chr3",169296928,169296929,50,"+","Intron (uc011bpj.1/2122, intron 1 of 16)",3,168801287,169381563,580277,2,"2122","uc011bpj.1",84635,"ENSG00000085276","MDS1 and EVI1 complex locus","uc011bpj.1;uc011bpk.1;uc010hwn.2;uc011bpl.1","2122;2122;2122;2122","0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EnhA20",NA,"HMD","commonHMD",NA,"WCGW"
"58","cg00038872","PELO","PELO_Intergenic_upstream","chr5",51762100,51762101,50,"-","Distal Intergenic",5,52083774,52098452,14679,1,"53918","uc003jos.3",-321723,"ENSG00000152684","pelota mRNA surveillance and ribosome rescue factor",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_upstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhWk4",NA,"PMD","commonPMD",NA,NA
"59","cg00038955","VPS13B","VPS13B_threeUTR","chr8",100520086,100520087,50,"+","3' UTR",8,100025494,100889814,864321,1,"157680","uc003yiv.4",494543,"ENSG00000132549","vacuolar protein sorting 13 homolog B","uc003yiu.1;uc003yiv.4;uc003yiw.4;uc003yix.1","157680;157680;157680;157680","0;0;0;0",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"threeUTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxWk2",NA,"HMD","commonHMD",NA,NA
"60","cg00039469","ICOS","ICOS_Intergenic_downstream","chr2",205029694,205029695,51,"+","Distal Intergenic",2,204801471,204826298,24828,1,"29851","uc010fua.3",228173,"ENSG00000163600","inducible T cell costimulator",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_downstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","Quies3",NA,"PMD","commonPMD",NA,NA
"61","cg00039845","IFT43","IFT43_Intron","chr14",76501445,76501446,51,"-","Intron (uc001xse.3/112752, intron 3 of 3)",14,76452096,76550416,98321,1,"112752","uc010tve.3",49349,"ENSG00000119650","intraflagellar transport 43","uc001xse.3;uc001xsf.2;uc010asl.1;uc001xsg.2;uc010asm.1;uc010tve.3;uc031qpj.1","112752;112752;112752;112752;112752;112752;112752","0;0;0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","Tx5",NA,"HMD","commonHMD",NA,NA
"62","cg00042664","GTDC1","GTDC1_Intron","chr2",144762630,144762631,50,"+","Intron (uc002tvo.3/79712, intron 5 of 8)",2,144703581,145090083,386503,2,"79712","uc002tvr.3",327453,"ENSG00000121964","glycosyltransferase like domain containing 1","uc002tvo.3;uc021vqf.1;uc002tvp.3;uc002tvr.3;uc002tvs.3;uc010fnn.3;uc010fno.3;uc021vqg.1;uc002tvt.2","79712;79712;79712;79712;79712;79712;79712;79712;79712","0;0;0;0;0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EnhA16",NA,"HMD","neither",NA,NA
"63","cg00044472","ZEB2","ZEB2_Intron","chr2",145210242,145210243,50,"+","Intron (uc002tvu.3/9839, intron 2 of 9)",2,145141942,145277958,136017,2,"9839","uc002tvu.3",67716,"ENSG00000169554","zinc finger E-box binding homeobox 2","uc002tvu.3;uc002tvv.3;uc010zbm.2;uc010fnp.3;uc010fnq.1;uc002tvw.3","9839;9839;9839;9839;9839;9839","0;0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","PromF2",NA,"PMD","neither",NA,NA
"64","cg00045146","TBR1","TBR1_Intergenic_downstream","chr2",162282206,162282207,50,"+","Distal Intergenic",2,162274406,162281573,7168,1,"10716","uc010foy.2",7802,"ENSG00000136535","T-box brain transcription factor 1","uc002ubw.1;uc010foy.2","10716;10716","0;0",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_downstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","ReprPC2",NA,"HMD","commonHMD",NA,"WCGW"
"65","cg00045149","PLCB1","PLCB1_Exon","chr20",8113325,8113326,50,"+","Exon (uc010gbv.2/23236, exon 1 of 7)",20,8095100,8769172,674073,1,"23236","uc010zrb.1",18226,"ENSG00000182621","phospholipase C beta 1","uc010zrb.1;uc010gbv.2;uc002wmz.2;uc002wna.4;uc002wnb.4","23236;23236;23236;23236;23236","0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon","20",8112956,8113592,637,"*",637,78,0.728414442700157,0.928103110114878,0.122448979591837,6.47932933982808e-61,"CpGisland","+","PromF5",NA,"HMD","neither",NA,NA
"66","cg00046033","RARA","RARA_Intron","chr17",38507283,38507284,50,"-","Intron (uc002huk.2/5914, intron 4 of 8)",17,38465423,38513895,48473,1,"5914","uc002huk.2",41862,"ENSG00000131759","retinoic acid receptor alpha","uc002huk.2;uc002hul.4;uc010wfe.2;uc021txb.1;uc031rae.1;uc002hun.2","5914;5914;5914;5914;5914;5914","0;0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EnhA19",NA,"HMD","commonHMD",NA,NA
"67","cg00046073","JARID2","JARID2_Intron","chr6",15401039,15401040,51,"+","Intron (uc011diu.1/3720, intron 2 of 5)",6,15245734,15497401,251668,1,"3720","uc011diu.1",155255,"ENSG00000008083","jumonji and AT-rich interaction domain containing 2","uc011diu.1;uc003nbj.4;uc011div.3;uc011diw.1","3720;3720;3720;3720","0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","PromF2",NA,"HMD","commonHMD",NA,NA
"68","cg00046146","NR4A2","NR4A2_Intergenic_downstream","chr2",156803872,156803873,50,"+","Distal Intergenic",2,157182687,157184526,1840,2,"4929","uc010zcg.1",380654,"ENSG00000153234","nuclear receptor subfamily 4 group A member 2",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_downstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhWk4",NA,"HMD","neither",NA,NA
"69","cg00046614","MGMT","MGMT_Intron","chr10",131428641,131428642,51,"-","Intron (uc001lkh.2/4255, intron 2 of 4)",10,131265454,131565783,300330,1,"4255","uc001lkh.2",163187,"ENSG00000170430","O-6-methylguanine-DNA methyltransferase","uc001lkh.2","4255","0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","Quies2",NA,"PMD","commonPMD",NA,NA
"70","cg00046850","TLX3","TLX3_Exon","chr5",170738424,170738425,51,"+","Exon (uc003mbf.3/30012, exon 3 of 3)",5,170736288,170739138,2851,1,"30012","uc003mbf.3",2086,"ENSG00000164438","T cell leukemia homeobox 3","uc003mbf.3","30012","0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon","5",170738222,170738525,304,"*",304,33,0.713815789473684,0.852191641182467,0.108552631578947,3.33686341821359e-24,"CpGisland","+","BivProm2",NA,"HMD","neither",NA,NA
"71","cg00049527","ROBO1","ROBO1_Exon","chr3",78696801,78696802,50,"+","Exon (uc010hoh.2/6091, exon 12 of 23)",3,78646388,79817059,1170672,2,"6091","uc003dqe.2",1120208,"ENSG00000169855","roundabout guidance receptor 1","uc010hoh.2;uc003dqb.2;uc003dqc.2;uc003dqd.2;uc003dqe.2;uc011bgl.1","6091;6091;6091;6091;6091;6091","0;0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EnhA13",NA,"PMD","commonPMD",NA,NA
"72","cg00049667","SH3TC2","SH3TC2_Exon","chr5",148206581,148206582,51,"-","Exon (uc003lpr.2/154, exon 1 of 1)",5,147929700,148442737,513038,2,"79628","uc003lpp.1",236106,"ENSG00000169247","SH3 domain and tetratricopeptide repeats 2","uc003lpr.2;uc003lpp.1","154;79628","0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","PromF5",NA,"HMD","neither",NA,NA
"73","cg00049718","CSDE1","CSDE1_fiveUTR","chr1",115300559,115300560,50,"+","Promoter (<=1kb)",1,115259534,115300671,41138,2,"7812","uc001efi.3",62,"ENSG00000009307","cold shock domain containing E1","uc001efi.3;uc001efk.3;uc001efl.3;uc001efm.3;uc001efn.3;uc009wgv.3","7812;7812;7812;7812;7812;7812","0;0;0;0;0;0",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"fiveUTR","1",115300537,115300712,176,"*",176,20,0.636363636363636,1.12567956507835,0.113636363636364,2.85150278546124e-15,"CpGisland","+","PromF4",NA,"PMD","neither",NA,NA
"74","cg00050268","PTPRD","PTPRD_Intron","chr9",8525134,8525135,50,"-","Intron (uc003zkp.3/5789, intron 6 of 30)",9,8314246,10612723,2298478,2,"5789","uc003zkk.3",2087538,"ENSG00000153707","protein tyrosine phosphatase receptor type D","uc003zkp.3;uc003zkq.3;uc003zkr.3;uc003zks.3;uc022bdj.1;uc003zkk.3;uc003zkt.1","5789;5789;5789;5789;5789;5789;5789","0;0;0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TxWk1",NA,"PMD","commonPMD",NA,NA
"75","cg00051709","BCL11A","BCL11A_Intron","chr2",60760848,60760849,50,"+","Intron (uc002sab.3/53335, intron 2 of 4)",2,60678302,60780633,102332,2,"53335","uc002sab.3",19735,"ENSG00000119866","BAF chromatin remodeling complex subunit BCL11A","uc002sab.3;uc002sac.3;uc010ypi.2;uc010ypj.2;uc002sad.1;uc002sae.1;uc002saf.1","53335;53335;53335;53335;53335;53335;53335","0;0;0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","BivProm4",NA,"HMD","neither",NA,NA
"76","cg00051782","HES1","HES1_Intergenic_downstream","chr3",193859210,193859211,51,"+","Distal Intergenic",3,193853931,193856401,2471,1,"3280","uc003ftq.2",5229,"ENSG00000114315","hes family bHLH transcription factor 1","uc011bst.2;uc003ftq.2","3280;3280","0;0",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_downstream","3",193858996,193859211,216,"*",216,27,0.791666666666667,0.798466593647317,0.125,1.08661047842029e-21,"CpGisland","-","TSS2",NA,"HMD","commonHMD",NA,NA
"77","cg00054169","HOXA-AS3","HOXA-AS3_fiveUTR","chr7",27183260,27183261,50,"+","5' UTR",7,27179983,27195547,15565,1,"100133311","uc003syr.2",3227,"ENSG00000254369","HOXA cluster antisense RNA 3","uc003syr.2;uc003syp.3;uc003syn.2;uc003syo.2","100133311;100133311;3202;3203","0;0;0;0",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"fiveUTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BivProm4",NA,"PMD","neither",NA,NA
"78","cg00054831","USP27X","USP27X_Exon","chrX",49646104,49646105,51,"-","Exon (uc004dop.3/389856, exon 1 of 1)",23,49644470,49647168,2699,1,"389856","uc004dop.3",1634,"ENSG00000273820","ubiquitin specific peptidase 27 X-linked","uc004doo.4;uc004dop.3","158572;389856","0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","Tx3",NA,NA,NA,NA,NA
"79","cg00055211","CELSR3","CELSR3_Exon","chr3",48687696,48687697,50,"-","Exon (uc010hkg.3/1951, exon 6 of 25)",3,48662831,48709981,47151,2,"1951","uc003cuf.1",22234,"ENSG00000008300","cadherin EGF LAG seven-pass G-type receptor 3","uc003cuf.1;uc010hkg.3;uc003cul.3","1951;1951;1951","0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxWk2",NA,"HMD","commonHMD",NA,NA
"80","cg00055619","ZIC3","ZIC3_Exon","chrX",136651102,136651103,51,"+","Exon (uc004fak.3/7547, exon 2 of 3)",23,136648346,136654259,5914,1,"7547","uc004fak.3",2706,"ENSG00000156925","Zic family member 3","uc004fak.3","7547","0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","BivProm2",NA,NA,NA,NA,NA
"81","cg00056413","RSPO3","RSPO3_Exon","chr6",127440406,127440407,51,"-","Promoter (<=1kb)",6,127440048,127518184,78137,1,"84870","uc003qar.3",358,"ENSG00000146374","R-spondin 3","uc003qar.3;uc003qas.1","84870;84870","0;0",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon","6",127440394,127441072,679,"*",679,77,0.680412371134021,0.97979797979798,0.11340206185567,2.82734899547867e-57,"CpGisland","+","BivProm1",NA,"PMD","commonPMD",NA,NA
"82","cg00056578","KSR2","KSR2_Promoter","chr12",118406033,118406034,51,"-","Promoter (<=1kb)",12,117890817,118406028,515212,2,"283455","uc001two.2",-55,"ENSG00000171435","kinase suppressor of ras 2","uc001two.2","283455","0",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Promoter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","BivProm2",NA,"HMD","neither",NA,NA
"83","cg00056596","BARHL2","BARHL2_Intergenic_downstream","chr1",91167589,91167590,50,"-","Distal Intergenic",1,91177579,91182794,5216,2,"343472","uc001dns.3",15203,"ENSG00000143032","BarH like homeobox 2",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_downstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","ReprPC2",NA,"PMD","neither",NA,NA
"84","cg00057767","ZNF521","ZNF521_Intron","chr18",22756379,22756380,50,"+","Intron (uc002kvk.2/25925, intron 5 of 7)",18,22641888,22932214,290327,2,"25925","uc002kvk.2",175784,"ENSG00000198795","zinc finger protein 521","uc002kvk.2;uc002kvl.2;uc010dly.2;uc010xbe.1","25925;25925;25925;25925","0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhWk8",NA,"PMD","commonPMD",NA,NA
"85","cg00058449","ZBTB12","ZBTB12_Exon","chr6",31867956,31867957,51,"-","Exon (uc003nyd.1/221527, exon 2 of 2)",6,31867394,31869769,2376,2,"221527","uc003nyd.1",1763,"ENSG00000204366","zinc finger and BTB domain containing 12","uc003nxy.1;uc011don.1;uc003nxz.1;uc003nya.1;uc003nyb.1;uc003nyd.1;uc003nyc.2;uc011doo.2;uc011dop.2","10919;10919;10919;10919;10919;221527;717;717;717","0;0;0;0;-2492;0;0;0;-770",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon","6",31867659,31867957,299,"*",299,27,0.648829431438127,0.8625,0.0903010033444816,1.16752019613919e-17,"CpGisland",NA,"TxEnh3",NA,"HMD","commonHMD",NA,NA
"86","cg00059117","MED24","MED24_fiveUTR","chr17",38191186,38191187,50,"+","Promoter (<=1kb)",17,38188902,38191225,2324,2,"9862","uc010wez.1",0,"ENSG00000008838","mediator complex subunit 24","uc010wes.2;uc010wet.2;uc002hts.3;uc002htt.3;uc002htu.3;uc010cwn.3;uc010weu.2;uc010wev.1;uc010wew.1;uc010wex.1;uc010wez.1;uc010wfa.1;uc010wfb.1;uc010wfc.1","9862;9862;9862;9862;9862;9862;9862;9862;9862;9862;9862;9862;9862;9862","0;0;0;0;0;0;0;0;0;0;0;0;0;0",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"fiveUTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","TxEx3",NA,"HMD","commonHMD",NA,NA
"87","cg00059486","PRDM13","PRDM13_Promoter","chr6",100052465,100052466,51,"-","Promoter (2-3kb)",6,100054650,100063454,8805,1,"59336","uc003pqg.1",-2185,"ENSG00000112238","PR/SET domain 13","uc003pqg.1","59336","0",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Promoter","6",100052419,100052533,115,"*",115,10,0.582608695652174,1.04355716878403,0.0869565217391304,1.15139873896233e-06,"CpGisland","+","ReprPC1",NA,"HMD","neither",NA,NA
"88","cg00059897","FAF1","FAF1_Intron","chr1",51099462,51099463,50,"+","Intron (uc009vyw.1/11124, intron 7 of 15)",1,50906935,51425936,519002,2,"11124","uc001cse.1",326474,"ENSG00000185104","Fas associated factor 1","uc009vyw.1;uc001cse.1","11124;11124","0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhA6",NA,"HMD","commonHMD",NA,NA
"89","cg00060304","PAX6","PAX6_Intron","chr11",31837237,31837238,51,"-","Intron (uc009yjr.3/5080, intron 1 of 12)",11,31806340,31839509,33170,2,"5080","uc009yjr.3",2222,"ENSG00000007372","paired box 6","uc021qfo.1;uc001mte.5;uc001mtf.5;uc001mtg.5;uc001mth.5;uc021qfl.1;uc009yjr.3;uc021qfm.1;uc021qfp.1","440034;5080;5080;5080;5080;5080;5080;5080;5954","0;0;0;0;0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","BivProm2",NA,"PMD","neither",NA,NA
"90","cg00060633","TAOK1","TAOK1_Exon","chr17",27802772,27802773,51,"-","Exon (uc002hdz.2/57551, exon 4 of 20)",17,27717943,27878921,160979,1,"57551","uc002hdz.2",84829,"ENSG00000160551","TAO kinase 1","uc002hdz.2;uc010wbe.2;uc002heb.1","57551;57551;57551","0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","Tx7",NA,"HMD","commonHMD",NA,"WCGW"
"91","cg00060978","FGF16","FGF16_Exon","chrX",76711853,76711854,51,"-","Exon (uc011mqp.2/8823, exon 2 of 2)",23,76709647,76712013,2367,1,"8823","uc011mqp.2",2206,"ENSG00000196468","fibroblast growth factor 16","uc011mqp.2","8823","0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","ReprPC8",NA,NA,NA,NA,NA
"92","cg00061093","HMX2","HMX2_Promoter","chr10",124904014,124904015,50,"+","Promoter (3-4kb)",10,124907638,124910188,2551,1,"3167","uc001lhc.1",-3624,"ENSG00000188816","H6 family homeobox 2","uc001lhc.1","3167","0",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Promoter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","ReprPC1",NA,"HMD","neither",NA,NA
"93","cg00061684","KITLG","KITLG_Intron","chr12",88972342,88972343,51,"-","Intron (uc001tav.3/4254, intron 1 of 9)",12,88886570,88974250,87681,2,"4254","uc001tav.3",1858,"ENSG00000049130","KIT ligand","uc001tav.3;uc001taw.3","4254;4254","0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","BivProm4",NA,"HMD","commonHMD",NA,NA
"94","cg00065957","SHISAL2A","SHISAL2A_Promoter","chr1",53099352,53099353,51,"-","Promoter (<=1kb)",1,53099066,53135339,36274,1,"348378","uc001cuh.3",286,"ENSG00000182183","shisa like 2A","uc001cuf.3;uc001cug.1;uc001cuh.3","348378;348378;348378","0;0;0",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Promoter","1",53098630,53099353,724,"*",724,93,0.747237569060773,0.926060406007592,0.128453038674033,1.04231503546974e-74,"CpGisland",NA,"BivProm1",NA,"HMD","neither",NA,NA
"95","cg00065997","BRS3","BRS3_Exon","chrX",135572635,135572636,51,"-","Exon (uc004ezv.1/680, exon 2 of 3)",23,135570125,135574598,4474,1,"680","uc004ezv.1",2510,"ENSG00000102239","bombesin receptor subtype 3","uc004ezv.1","680","0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","ReprPC3",NA,NA,NA,NA,NA
